body,title
"
Desde la tarde del martes 21 de enero fue reportado como desaparecido Aurelio Gancedo Rodríguez, presidente del Instituto Reyes Heroles en San Luis Potosí (IRH) y exdirigente estatal del Partido Revolucionario Institucional (PRI) en la entidad potosina, después de que sus familiares perdieron todo contacto con él.
La desaparición de Gancedo Rodríguez ocurrió alrededor de las 16:00 horas del martes y hasta este miércoles 22 de enero no contesta su teléfono y no hay actividad en sus redes sociales.
El presidente de IRH circulaba por la zona metropolitana del estado potosino en un vehículo mini cooper modelo 2015, color blanco, con placas NGK6011 del Estado de México.
Al respecto, las autoridades informaron que el primer reporte de la desaparición de Aurelio Gancedo fue brindado a la Secretaría de Seguridad Pública del Estado (SSPE), ellos iniciaron una pesquisa.
 

FGE confirma desaparición

Tras darse a conocer la no localización de Aurelio Gancedo, Aarón Edmundo Castro Sánchez, titular de la Vicefiscalía General de San Luis Potosí, confirmó que se recibió el reporte de la desaparición y ya se iniciaron las investigaciones para dar lo antes posible con su paradero, pues ha sido un personaje relevante de la vida política en la entidad potosina.
Castro Sánchez detalló ""tenemos el reporte de la no localización de esta persona, estamos recopilando los datos que nos pudiera dar más información sobre este hecho, por el momento se iniciaron las labores de búsqueda y cuando tengamos algún resultado lo daremos a conocer"".
El funcionario agregó que se tuvo conocimiento de los hechos en las primeras horas de este miércoles, se ha tratado de comenzar con la ubicación de los últimos lugares donde se supo que estuvo presente, por ahora no hay líneas de investigación, pero el equipo de la Fiscalía General del Estado (FGE) está trabajando en ello.
Finalmente, indicó que se está en contacto con los familiares para poder comenzar con las primeras entrevistas y descartó que al momento exista algún indicio de que se trate de un secuestro porque no se tienen elementos para aseverarlo, por ahora sólo se le tiene como persona no localizada.
Cabe señalar que el Instituto Reyes Heroles se encarga de la formación política de los militantes del Partido Revolucionario Institucional en San Luis Potosí.
afcl
",Reportan desaparición de exdirigente del PRI en San Luis Potosí
